@T,Climate,,,,,
descr,solar radiation,,,,,
unit,MJ/m2,,,,,
missing_val,-9999,,,,,
date_start,01.01.1990,,,,,
date_end,31.12.2008,,,,,
date_format,dd.MM.yyyy,,,,,
,,,,,,
@H,date,solrad[1],solrad[2],solrad[3],solrad[4],solrad[5]
name,,waterloo,ame,ass,blg,cme
ID,,1,2,3,4,5
elevation,,287,276,275,266,273
,09.04.1991,16.28,-9999,-9999,-9999,-9999
,10.04.1991,15.94,-9999,-9999,-9999,-9999
,11.04.1991,15.94,-9999,-9999,-9999,-9999
,12.04.1991,15.82,-9999,-9999,-9999,-9999
,13.04.1991,14.39,-9999,-9999,-9999,-9999
,14.04.1991,9.62,-9999,-9999,-9999,-9999
,15.04.1991,15.31,-9999,-9999,-9999,-9999
,16.04.1991,11.25,-9999,-9999,-9999,-9999
,17.04.1991,19.29,-9999,-9999,-9999,-9999
,18.04.1991,16.61,-9999,-9999,-9999,-9999
,19.04.1991,17.24,-9999,-9999,-9999,-9999
,20.04.1991,8.2,-9999,-9999,-9999,-9999
,21.04.1991,18.66,-9999,-9999,-9999,-9999
,22.04.1991,14.02,-9999,-9999,-9999,-9999
,23.04.1991,11.51,-9999,-9999,-9999,-9999
,24.04.1991,19.46,-9999,-9999,-9999,-9999
,25.04.1991,22.13,-9999,-9999,-9999,-9999
,26.04.1991,15.52,-9999,-9999,-9999,-9999
,27.04.1991,13.39,-9999,-9999,-9999,-9999
,28.04.1991,19.37,-9999,-9999,-9999,-9999
,29.04.1991,21.46,-9999,-9999,-9999,-9999
,30.04.1991,13.89,-9999,-9999,-9999,-9999
,01.05.1991,20.79,-9999,-9999,-9999,-9999
,02.05.1991,17.99,-9999,-9999,-9999,-9999
,03.05.1991,25.86,-9999,-9999,-9999,-9999
,04.05.1991,17.53,-9999,-9999,-9999,-9999
,05.05.1991,18.2,-9999,-9999,-9999,-9999
,06.05.1991,22.93,-9999,-9999,-9999,-9999
,07.05.1991,21.92,-9999,-9999,-9999,-9999
,08.05.1991,28.12,-9999,-9999,-9999,-9999
,09.05.1991,17.66,-9999,-9999,-9999,-9999
,10.05.1991,19.92,-9999,-9999,-9999,-9999
,11.05.1991,23.35,-9999,-9999,-9999,-9999
,12.05.1991,23.93,-9999,-9999,-9999,-9999
,13.05.1991,20.92,-9999,-9999,-9999,-9999
,14.05.1991,11.25,-9999,-9999,-9999,-9999
,15.05.1991,23.1,-9999,-9999,-9999,-9999
,16.05.1991,19.62,-9999,-9999,-9999,-9999
,17.05.1991,21.97,-9999,-9999,-9999,-9999
,18.05.1991,17.45,-9999,-9999,-9999,-9999
,19.05.1991,17.82,-9999,-9999,-9999,-9999
,20.05.1991,17.11,-9999,-9999,-9999,-9999
,21.05.1991,15.06,-9999,-9999,-9999,-9999
,22.05.1991,17.91,-9999,-9999,-9999,-9999
,23.05.1991,23.77,-9999,-9999,-9999,-9999
,24.05.1991,19.54,-9999,-9999,-9999,-9999
,25.05.1991,27.03,-9999,-9999,-9999,-9999
,26.05.1991,25.48,-9999,-9999,-9999,-9999
,27.05.1991,14.85,-9999,-9999,-9999,-9999
,28.05.1991,12.68,-9999,-9999,-9999,-9999
,29.05.1991,19.87,-9999,-9999,-9999,-9999
,30.05.1991,11.88,-9999,-9999,-9999,-9999
,31.05.1991,23.1,-9999,-9999,-9999,-9999
,01.06.1991,12.34,-9999,-9999,-9999,-9999
,02.06.1991,19,-9999,-9999,-9999,-9999
,03.06.1991,23.3,-9999,-9999,-9999,-9999
,04.06.1991,23.05,-9999,-9999,-9999,-9999
,05.06.1991,20.13,-9999,-9999,-9999,-9999
,06.06.1991,26.32,-9999,-9999,-9999,-9999
,07.06.1991,19.71,-9999,-9999,-9999,-9999
,08.06.1991,21.42,-9999,-9999,-9999,-9999
,09.06.1991,24.18,-9999,-9999,-9999,-9999
,10.06.1991,11.97,-9999,-9999,-9999,-9999
,11.06.1991,19.54,-9999,-9999,-9999,-9999
,12.06.1991,13.97,-9999,-9999,-9999,-9999
,13.06.1991,19.16,-9999,-9999,-9999,-9999
,14.06.1991,23.81,-9999,-9999,-9999,-9999
,15.06.1991,17.95,-9999,-9999,-9999,-9999
,16.06.1991,30.38,-9999,-9999,-9999,-9999
,17.06.1991,23.26,-9999,-9999,-9999,-9999
,18.06.1991,19.25,-9999,-9999,-9999,-9999
,19.06.1991,19.29,-9999,-9999,-9999,-9999
,20.06.1991,17.61,-9999,-9999,-9999,-9999
,21.06.1991,28.07,-9999,-9999,-9999,-9999
,22.06.1991,15.48,-9999,-9999,-9999,-9999
,23.06.1991,23.14,-9999,-9999,-9999,-9999
,24.06.1991,24.14,-9999,-9999,-9999,-9999
,25.06.1991,25.61,-9999,-9999,-9999,-9999
,26.06.1991,21.3,-9999,-9999,-9999,-9999
,27.06.1991,15.06,-9999,-9999,-9999,-9999
,28.06.1991,25.94,-9999,-9999,-9999,-9999
,29.06.1991,24.39,-9999,-9999,-9999,-9999
,30.06.1991,32.05,-9999,-9999,-9999,-9999
,01.07.1991,16.65,-9999,-9999,-9999,-9999
,02.07.1991,24.1,-9999,-9999,-9999,-9999
,03.07.1991,15.65,-9999,-9999,-9999,-9999
,04.07.1991,21.17,-9999,-9999,-9999,-9999
,05.07.1991,19.2,-9999,-9999,-9999,-9999
,06.07.1991,16.32,-9999,-9999,-9999,-9999
,07.07.1991,14.6,-9999,-9999,-9999,-9999
,08.07.1991,15.65,-9999,-9999,-9999,-9999
,09.07.1991,22.18,-9999,-9999,-9999,-9999
,10.07.1991,25.1,-9999,-9999,-9999,-9999
,11.07.1991,19.46,-9999,-9999,-9999,-9999
,12.07.1991,29.29,-9999,-9999,-9999,-9999
,13.07.1991,22.34,-9999,-9999,-9999,-9999
,14.07.1991,23.64,-9999,-9999,-9999,-9999
,15.07.1991,25.86,-9999,-9999,-9999,-9999
,16.07.1991,27.15,-9999,-9999,-9999,-9999
,17.07.1991,13.77,-9999,-9999,-9999,-9999
,18.07.1991,24.73,-9999,-9999,-9999,-9999
,19.07.1991,19.41,-9999,-9999,-9999,-9999
,20.07.1991,23.6,-9999,-9999,-9999,-9999
,21.07.1991,31.67,-9999,-9999,-9999,-9999
,22.07.1991,22.3,-9999,-9999,-9999,-9999
,23.07.1991,26.28,-9999,-9999,-9999,-9999
,24.07.1991,23.97,-9999,-9999,-9999,-9999
,25.07.1991,25.06,-9999,-9999,-9999,-9999
,26.07.1991,22.47,-9999,-9999,-9999,-9999
,27.07.1991,26.57,-9999,-9999,-9999,-9999
,28.07.1991,24.56,-9999,-9999,-9999,-9999
,29.07.1991,18.37,-9999,-9999,-9999,-9999
,30.07.1991,26.94,-9999,-9999,-9999,-9999
,31.07.1991,23.89,-9999,-9999,-9999,-9999
,01.08.1991,28.74,-9999,-9999,-9999,-9999
,02.08.1991,21.17,-9999,-9999,-9999,-9999
,03.08.1991,27.49,-9999,-9999,-9999,-9999
,04.08.1991,17.24,-9999,-9999,-9999,-9999
,05.08.1991,18.79,-9999,-9999,-9999,-9999
,06.08.1991,27.66,-9999,-9999,-9999,-9999
,07.08.1991,9.92,-9999,-9999,-9999,-9999
,08.08.1991,15.02,-9999,-9999,-9999,-9999
,09.08.1991,14.27,-9999,-9999,-9999,-9999
,10.08.1991,14.23,-9999,-9999,-9999,-9999
,11.08.1991,19.37,-9999,-9999,-9999,-9999
,12.08.1991,27.78,-9999,-9999,-9999,-9999
,13.08.1991,26.19,-9999,-9999,-9999,-9999
,14.08.1991,18.91,-9999,-9999,-9999,-9999
,15.08.1991,19.29,-9999,-9999,-9999,-9999
,16.08.1991,23.47,-9999,-9999,-9999,-9999
,17.08.1991,23.97,-9999,-9999,-9999,-9999
,18.08.1991,19.16,-9999,-9999,-9999,-9999
,19.08.1991,12.72,-9999,-9999,-9999,-9999
,20.08.1991,26.19,-9999,-9999,-9999,-9999
,21.08.1991,15.02,-9999,-9999,-9999,-9999
,22.08.1991,13.68,-9999,-9999,-9999,-9999
,23.08.1991,21.84,-9999,-9999,-9999,-9999
,24.08.1991,16.65,-9999,-9999,-9999,-9999
,25.08.1991,16.15,-9999,-9999,-9999,-9999
,26.08.1991,16.65,-9999,-9999,-9999,-9999
,27.08.1991,13.31,-9999,-9999,-9999,-9999
,28.08.1991,16.95,-9999,-9999,-9999,-9999
,29.08.1991,24.18,-9999,-9999,-9999,-9999
,30.08.1991,20.75,-9999,-9999,-9999,-9999
,31.08.1991,17.74,-9999,-9999,-9999,-9999
,01.09.1991,11.97,-9999,-9999,-9999,-9999
,02.09.1991,20.38,-9999,-9999,-9999,-9999
,03.09.1991,16.9,-9999,-9999,-9999,-9999
,04.09.1991,16.23,-9999,-9999,-9999,-9999
,05.09.1991,20.88,-9999,-9999,-9999,-9999
,06.09.1991,16.07,-9999,-9999,-9999,-9999
,07.09.1991,15.31,-9999,-9999,-9999,-9999
,08.09.1991,11.88,-9999,-9999,-9999,-9999
,09.09.1991,16.19,-9999,-9999,-9999,-9999
,10.09.1991,14.85,-9999,-9999,-9999,-9999
,11.09.1991,21.55,-9999,-9999,-9999,-9999
,12.09.1991,8.37,-9999,-9999,-9999,-9999
,13.09.1991,20,-9999,-9999,-9999,-9999
,14.09.1991,15.19,-9999,-9999,-9999,-9999
,15.09.1991,16.28,-9999,-9999,-9999,-9999
,16.09.1991,19.33,-9999,-9999,-9999,-9999
,17.09.1991,17.2,-9999,-9999,-9999,-9999
,18.09.1991,13.6,-9999,-9999,-9999,-9999
,19.09.1991,11.84,-9999,-9999,-9999,-9999
,20.09.1991,18.03,-9999,-9999,-9999,-9999
,21.09.1991,16.99,-9999,-9999,-9999,-9999
,22.09.1991,13.68,-9999,-9999,-9999,-9999
,23.09.1991,16.99,-9999,-9999,-9999,-9999
,24.09.1991,9.46,-9999,-9999,-9999,-9999
,25.09.1991,13.93,-9999,-9999,-9999,-9999
,26.09.1991,18.66,-9999,-9999,-9999,-9999
,27.09.1991,7.61,-9999,-9999,-9999,-9999
,28.09.1991,20.08,-9999,-9999,-9999,-9999
,29.09.1991,18.28,-9999,-9999,-9999,-9999
,30.09.1991,14.02,-9999,-9999,-9999,-9999
,01.10.1991,14.69,-9999,-9999,-9999,-9999
,02.10.1991,15.31,-9999,-9999,-9999,-9999
,03.10.1991,9.71,-9999,-9999,-9999,-9999
,04.10.1991,9.08,-9999,-9999,-9999,-9999
,05.10.1991,8.08,-9999,-9999,-9999,-9999
,06.10.1991,10.33,-9999,-9999,-9999,-9999
,07.10.1991,7.53,-9999,-9999,-9999,-9999
,08.10.1991,11.42,-9999,-9999,-9999,-9999
,09.10.1991,11.55,-9999,-9999,-9999,-9999
,10.10.1991,12.13,-9999,-9999,-9999,-9999
,11.10.1991,13.1,-9999,-9999,-9999,-9999
,12.10.1991,10.84,-9999,-9999,-9999,-9999
,13.10.1991,8.33,-9999,-9999,-9999,-9999
,14.10.1991,14.27,-9999,-9999,-9999,-9999
,15.10.1991,7.11,-9999,-9999,-9999,-9999
,16.10.1991,10.75,-9999,-9999,-9999,-9999
,17.10.1991,15.19,-9999,-9999,-9999,-9999
,18.10.1991,12.43,-9999,-9999,-9999,-9999
,19.10.1991,10.63,-9999,-9999,-9999,-9999
,20.10.1991,8.83,-9999,-9999,-9999,-9999
,21.10.1991,9.54,-9999,-9999,-9999,-9999
,22.10.1991,8.83,-9999,-9999,-9999,-9999
,23.10.1991,13.22,-9999,-9999,-9999,-9999
,24.10.1991,12.72,-9999,-9999,-9999,-9999
,25.10.1991,13.51,-9999,-9999,-9999,-9999
,26.10.1991,11.72,-9999,-9999,-9999,-9999
,27.10.1991,13.43,-9999,-9999,-9999,-9999
,28.10.1991,12.51,-9999,-9999,-9999,-9999
,29.10.1991,12.64,-9999,-9999,-9999,-9999
,30.10.1991,11.25,-9999,-9999,-9999,-9999
,31.10.1991,12.64,-9999,-9999,-9999,-9999
,01.11.1991,2.93,-9999,-9999,-9999,-9999
,02.11.1991,4.73,-9999,-9999,-9999,-9999
,03.11.1991,6.36,-9999,-9999,-9999,-9999
,04.11.1991,8.62,-9999,-9999,-9999,-9999
,05.11.1991,6.65,-9999,-9999,-9999,-9999
,06.11.1991,9.29,-9999,-9999,-9999,-9999
,07.11.1991,6.53,-9999,-9999,-9999,-9999
,08.11.1991,3.26,-9999,-9999,-9999,-9999
,09.11.1991,5.48,-9999,-9999,-9999,-9999
,10.11.1991,4.6,-9999,-9999,-9999,-9999
,11.11.1991,7.53,-9999,-9999,-9999,-9999
,12.11.1991,6.53,-9999,-9999,-9999,-9999
,13.11.1991,5.82,-9999,-9999,-9999,-9999
,14.11.1991,6.86,-9999,-9999,-9999,-9999
,15.11.1991,6.74,-9999,-9999,-9999,-9999
,16.11.1991,5.56,-9999,-9999,-9999,-9999
,17.11.1991,6.15,-9999,-9999,-9999,-9999
,18.11.1991,8.79,-9999,-9999,-9999,-9999
,19.11.1991,5.9,-9999,-9999,-9999,-9999
,20.11.1991,7.53,-9999,-9999,-9999,-9999
,21.11.1991,3.14,-9999,-9999,-9999,-9999
,22.11.1991,6.36,-9999,-9999,-9999,-9999
,23.11.1991,7.32,-9999,-9999,-9999,-9999
,24.11.1991,3.1,-9999,-9999,-9999,-9999
,25.11.1991,7.49,-9999,-9999,-9999,-9999
,26.11.1991,6.99,-9999,-9999,-9999,-9999
,27.11.1991,2.72,-9999,-9999,-9999,-9999
,28.11.1991,7.07,-9999,-9999,-9999,-9999
,29.11.1991,8.62,-9999,-9999,-9999,-9999
,30.11.1991,6.32,-9999,-9999,-9999,-9999
,01.12.1991,3.6,-9999,-9999,-9999,-9999
,02.12.1991,5.52,-9999,-9999,-9999,-9999
,03.12.1991,5.44,-9999,-9999,-9999,-9999
,04.12.1991,2.34,-9999,-9999,-9999,-9999
,05.12.1991,3.93,-9999,-9999,-9999,-9999
,06.12.1991,5.44,-9999,-9999,-9999,-9999
,07.12.1991,6.19,-9999,-9999,-9999,-9999
,08.12.1991,5.27,-9999,-9999,-9999,-9999
,09.12.1991,4.94,-9999,-9999,-9999,-9999
,10.12.1991,5.15,-9999,-9999,-9999,-9999
,11.12.1991,4.02,-9999,-9999,-9999,-9999
,12.12.1991,3.47,-9999,-9999,-9999,-9999
,13.12.1991,4.14,-9999,-9999,-9999,-9999
,14.12.1991,2.64,-9999,-9999,-9999,-9999
,15.12.1991,3.72,-9999,-9999,-9999,-9999
,16.12.1991,2.8,-9999,-9999,-9999,-9999
,17.12.1991,3.31,-9999,-9999,-9999,-9999
,18.12.1991,3.64,-9999,-9999,-9999,-9999
,19.12.1991,6.32,-9999,-9999,-9999,-9999
,20.12.1991,4.44,-9999,-9999,-9999,-9999
,21.12.1991,3.31,-9999,-9999,-9999,-9999
,22.12.1991,6.23,-9999,-9999,-9999,-9999
,23.12.1991,7.53,-9999,-9999,-9999,-9999
,24.12.1991,4.64,-9999,-9999,-9999,-9999
,25.12.1991,4.81,-9999,-9999,-9999,-9999
,26.12.1991,3.68,-9999,-9999,-9999,-9999
,27.12.1991,6.02,-9999,-9999,-9999,-9999
,28.12.1991,4.35,-9999,-9999,-9999,-9999
,29.12.1991,3.51,-9999,-9999,-9999,-9999
,30.12.1991,5.56,-9999,-9999,-9999,-9999
,31.12.1991,4.02,-9999,-9999,-9999,-9999
,01.01.1992,6.57,-9999,-9999,-9999,-9999
,02.01.1992,8.16,-9999,-9999,-9999,-9999
,03.01.1992,5.27,-9999,-9999,-9999,-9999
,04.01.1992,4.23,-9999,-9999,-9999,-9999
,05.01.1992,5.94,-9999,-9999,-9999,-9999
,06.01.1992,4.23,-9999,-9999,-9999,-9999
,07.01.1992,6.19,-9999,-9999,-9999,-9999
,08.01.1992,4.81,-9999,-9999,-9999,-9999
,09.01.1992,6.9,-9999,-9999,-9999,-9999
,10.01.1992,1.63,-9999,-9999,-9999,-9999
,11.01.1992,6.11,-9999,-9999,-9999,-9999
,12.01.1992,4.44,-9999,-9999,-9999,-9999
,13.01.1992,4.73,-9999,-9999,-9999,-9999
,14.01.1992,4.31,-9999,-9999,-9999,-9999
,15.01.1992,5.61,-9999,-9999,-9999,-9999
,16.01.1992,2.68,-9999,-9999,-9999,-9999
,17.01.1992,6.86,-9999,-9999,-9999,-9999
,18.01.1992,5.06,-9999,-9999,-9999,-9999
,19.01.1992,5.23,-9999,-9999,-9999,-9999
,20.01.1992,6.28,-9999,-9999,-9999,-9999
,21.01.1992,4.85,-9999,-9999,-9999,-9999
,22.01.1992,5.73,-9999,-9999,-9999,-9999
,23.01.1992,4.35,-9999,-9999,-9999,-9999
,24.01.1992,4.6,-9999,-9999,-9999,-9999
,25.01.1992,3.05,-9999,-9999,-9999,-9999
,26.01.1992,3.77,-9999,-9999,-9999,-9999
,27.01.1992,5.52,-9999,-9999,-9999,-9999
,28.01.1992,2.09,-9999,-9999,-9999,-9999
,29.01.1992,6.4,-9999,-9999,-9999,-9999
,30.01.1992,5.69,-9999,-9999,-9999,-9999
,31.01.1992,8.41,-9999,-9999,-9999,-9999
,01.02.1992,11.59,-9999,-9999,-9999,-9999
,02.02.1992,12.47,-9999,-9999,-9999,-9999
,03.02.1992,7.32,-9999,-9999,-9999,-9999
,04.02.1992,8.41,-9999,-9999,-9999,-9999
,05.02.1992,9.83,-9999,-9999,-9999,-9999
,06.02.1992,8.91,-9999,-9999,-9999,-9999
,07.02.1992,9.12,-9999,-9999,-9999,-9999
,08.02.1992,7.74,-9999,-9999,-9999,-9999
,09.02.1992,10.46,-9999,-9999,-9999,-9999
,10.02.1992,9.04,-9999,-9999,-9999,-9999
,11.02.1992,8.2,-9999,-9999,-9999,-9999
,12.02.1992,9.29,-9999,-9999,-9999,-9999
,13.02.1992,7.57,-9999,-9999,-9999,-9999
,14.02.1992,10.54,-9999,-9999,-9999,-9999
,15.02.1992,8.62,-9999,-9999,-9999,-9999
,16.02.1992,6.69,-9999,-9999,-9999,-9999
,17.02.1992,10.96,-9999,-9999,-9999,-9999
,18.02.1992,5.65,-9999,-9999,-9999,-9999
,19.02.1992,10.08,-9999,-9999,-9999,-9999
,20.02.1992,3.72,-9999,-9999,-9999,-9999
,21.02.1992,7.7,-9999,-9999,-9999,-9999
,22.02.1992,7.91,-9999,-9999,-9999,-9999
,23.02.1992,6.02,-9999,-9999,-9999,-9999
,24.02.1992,6.32,-9999,-9999,-9999,-9999
,25.02.1992,6.32,-9999,-9999,-9999,-9999
,26.02.1992,11.17,-9999,-9999,-9999,-9999
,27.02.1992,8.58,-9999,-9999,-9999,-9999
,28.02.1992,7.32,-9999,-9999,-9999,-9999
,29.02.1992,16.07,-9999,-9999,-9999,-9999
,01.03.1992,12.84,-9999,-9999,-9999,-9999
,02.03.1992,17.82,-9999,-9999,-9999,-9999
,03.03.1992,16.69,-9999,-9999,-9999,-9999
,04.03.1992,4.94,-9999,-9999,-9999,-9999
,05.03.1992,14.73,-9999,-9999,-9999,-9999
,06.03.1992,12.18,-9999,-9999,-9999,-9999
,07.03.1992,17.49,-9999,-9999,-9999,-9999
,08.03.1992,12.26,-9999,-9999,-9999,-9999
,09.03.1992,15.36,-9999,-9999,-9999,-9999
,10.03.1992,17.53,-9999,-9999,-9999,-9999
,11.03.1992,13.81,-9999,-9999,-9999,-9999
,12.03.1992,8.49,-9999,-9999,-9999,-9999
,13.03.1992,9.08,-9999,-9999,-9999,-9999
,14.03.1992,13.72,-9999,-9999,-9999,-9999
,15.03.1992,12.72,-9999,-9999,-9999,-9999
,16.03.1992,11.46,-9999,-9999,-9999,-9999
,17.03.1992,12.59,-9999,-9999,-9999,-9999
,18.03.1992,8.03,-9999,-9999,-9999,-9999
,19.03.1992,12.13,-9999,-9999,-9999,-9999
,20.03.1992,15.73,-9999,-9999,-9999,-9999
,21.03.1992,12.55,-9999,-9999,-9999,-9999
,22.03.1992,13.18,-9999,-9999,-9999,-9999
,23.03.1992,14.69,-9999,-9999,-9999,-9999
,24.03.1992,20.59,-9999,-9999,-9999,-9999
,25.03.1992,12.55,-9999,-9999,-9999,-9999
,26.03.1992,8.24,-9999,-9999,-9999,-9999
,27.03.1992,10.96,-9999,-9999,-9999,-9999
,28.03.1992,9.71,-9999,-9999,-9999,-9999
,29.03.1992,14.56,-9999,-9999,-9999,-9999
,30.03.1992,11.17,-9999,-9999,-9999,-9999
,31.03.1992,11,-9999,-9999,-9999,-9999
,01.04.1992,18.41,-9999,-9999,-9999,-9999
,02.04.1992,12.43,-9999,-9999,-9999,-9999
,03.04.1992,17.45,-9999,-9999,-9999,-9999
,04.04.1992,17.41,-9999,-9999,-9999,-9999
,05.04.1992,15.82,-9999,-9999,-9999,-9999
,06.04.1992,14.06,-9999,-9999,-9999,-9999
,07.04.1992,18.24,-9999,-9999,-9999,-9999
,08.04.1992,21.46,-9999,-9999,-9999,-9999
,09.04.1992,17.28,-9999,-9999,-9999,-9999
,10.04.1992,16.23,-9999,-9999,-9999,-9999
,11.04.1992,13.14,-9999,-9999,-9999,-9999
,12.04.1992,12.64,-9999,-9999,-9999,-9999
,13.04.1992,11.88,-9999,-9999,-9999,-9999
,14.04.1992,11.25,-9999,-9999,-9999,-9999
,15.04.1992,11.88,-9999,-9999,-9999,-9999
,16.04.1992,14.77,-9999,-9999,-9999,-9999
,17.04.1992,18.91,-9999,-9999,-9999,-9999
,18.04.1992,17.03,-9999,-9999,-9999,-9999
,19.04.1992,14.06,-9999,-9999,-9999,-9999
,20.04.1992,18.41,-9999,-9999,-9999,-9999
,21.04.1992,21,-9999,-9999,-9999,-9999
,22.04.1992,15.27,-9999,-9999,-9999,-9999
,23.04.1992,13.26,-9999,-9999,-9999,-9999
,24.04.1992,20.46,-9999,-9999,-9999,-9999
,25.04.1992,17.32,-9999,-9999,-9999,-9999
,26.04.1992,24.02,-9999,-9999,-9999,-9999
,27.04.1992,17.11,-9999,-9999,-9999,-9999
,28.04.1992,9.46,-9999,-9999,-9999,-9999
,29.04.1992,13.47,-9999,-9999,-9999,-9999
,30.04.1992,15.82,-9999,-9999,-9999,-9999
,01.05.1992,25.82,-9999,-9999,-9999,-9999
,02.05.1992,12.3,-9999,-9999,-9999,-9999
,03.05.1992,16.82,-9999,-9999,-9999,-9999
,04.05.1992,15.4,-9999,-9999,-9999,-9999
,05.05.1992,25.73,-9999,-9999,-9999,-9999
,06.05.1992,19.04,-9999,-9999,-9999,-9999
,07.05.1992,12.97,-9999,-9999,-9999,-9999
,08.05.1992,20.67,-9999,-9999,-9999,-9999
,09.05.1992,16.28,-9999,-9999,-9999,-9999
,10.05.1992,20.08,-9999,-9999,-9999,-9999
,11.05.1992,17.11,-9999,-9999,-9999,-9999
,12.05.1992,14.1,-9999,-9999,-9999,-9999
,13.05.1992,26.19,-9999,-9999,-9999,-9999
,14.05.1992,8.12,-9999,-9999,-9999,-9999
,15.05.1992,21.38,-9999,-9999,-9999,-9999
,16.05.1992,28.45,-9999,-9999,-9999,-9999
,17.05.1992,20.46,-9999,-9999,-9999,-9999
,18.05.1992,26.74,-9999,-9999,-9999,-9999
,19.05.1992,20.29,-9999,-9999,-9999,-9999
,20.05.1992,12.09,-9999,-9999,-9999,-9999
,21.05.1992,14.94,-9999,-9999,-9999,-9999
,22.05.1992,24.27,-9999,-9999,-9999,-9999
,23.05.1992,20.5,-9999,-9999,-9999,-9999
,24.05.1992,15.36,-9999,-9999,-9999,-9999
,25.05.1992,12.97,-9999,-9999,-9999,-9999
,26.05.1992,14.48,-9999,-9999,-9999,-9999
,27.05.1992,21.34,-9999,-9999,-9999,-9999
,28.05.1992,16.9,-9999,-9999,-9999,-9999
,29.05.1992,18.28,-9999,-9999,-9999,-9999
,30.05.1992,27.28,-9999,-9999,-9999,-9999
,31.05.1992,13.97,-9999,-9999,-9999,-9999
,01.06.1992,18.41,-9999,-9999,-9999,-9999
,02.06.1992,24.48,-9999,-9999,-9999,-9999
,03.06.1992,20.08,-9999,-9999,-9999,-9999
,04.06.1992,24.35,-9999,-9999,-9999,-9999
,05.06.1992,18.62,-9999,-9999,-9999,-9999
,06.06.1992,25.52,-9999,-9999,-9999,-9999
,07.06.1992,32.68,-9999,-9999,-9999,-9999
,08.06.1992,22.84,-9999,-9999,-9999,-9999
,09.06.1992,22.59,-9999,-9999,-9999,-9999
,10.06.1992,15.36,-9999,-9999,-9999,-9999
,11.06.1992,17.36,-9999,-9999,-9999,-9999
,12.06.1992,26.23,-9999,-9999,-9999,-9999
,13.06.1992,25.06,-9999,-9999,-9999,-9999
,14.06.1992,8.7,-9999,-9999,-9999,-9999
,15.06.1992,15.94,-9999,-9999,-9999,-9999
,16.06.1992,18.83,-9999,-9999,-9999,-9999
,17.06.1992,30.54,-9999,-9999,-9999,-9999
,18.06.1992,23.01,-9999,-9999,-9999,-9999
,19.06.1992,23.43,-9999,-9999,-9999,-9999
,20.06.1992,22.68,-9999,-9999,-9999,-9999
,21.06.1992,19.46,-9999,-9999,-9999,-9999
,22.06.1992,22.72,-9999,-9999,-9999,-9999
,23.06.1992,31.17,-9999,-9999,-9999,-9999
,24.06.1992,31.3,-9999,-9999,-9999,-9999
,25.06.1992,15.4,-9999,-9999,-9999,-9999
,26.06.1992,29.37,-9999,-9999,-9999,-9999
,27.06.1992,21,-9999,-9999,-9999,-9999
,28.06.1992,22.51,-9999,-9999,-9999,-9999
,29.06.1992,18.7,-9999,-9999,-9999,-9999
,30.06.1992,19.46,-9999,-9999,-9999,-9999
,01.07.1992,18.58,-9999,-9999,-9999,-9999
,02.07.1992,25.27,-9999,-9999,-9999,-9999
,03.07.1992,13.77,-9999,-9999,-9999,-9999
,04.07.1992,25.56,-9999,-9999,-9999,-9999
,05.07.1992,22.38,-9999,-9999,-9999,-9999
,06.07.1992,25.98,-9999,-9999,-9999,-9999
,07.07.1992,21.84,-9999,-9999,-9999,-9999
,08.07.1992,26.32,-9999,-9999,-9999,-9999
,09.07.1992,33.1,-9999,-9999,-9999,-9999
,10.07.1992,20.38,-9999,-9999,-9999,-9999
,11.07.1992,18.58,-9999,-9999,-9999,-9999
,12.07.1992,28.12,-9999,-9999,-9999,-9999
,13.07.1992,26.94,-9999,-9999,-9999,-9999
,14.07.1992,19.83,-9999,-9999,-9999,-9999
,15.07.1992,18.62,-9999,-9999,-9999,-9999
,16.07.1992,27.15,-9999,-9999,-9999,-9999
,17.07.1992,28.16,-9999,-9999,-9999,-9999
,18.07.1992,22.3,-9999,-9999,-9999,-9999
,19.07.1992,30.25,-9999,-9999,-9999,-9999
,20.07.1992,22.26,-9999,-9999,-9999,-9999
,21.07.1992,20.17,-9999,-9999,-9999,-9999
,22.07.1992,26.99,-9999,-9999,-9999,-9999
,23.07.1992,7.49,-9999,-9999,-9999,-9999
,24.07.1992,19.04,-9999,-9999,-9999,-9999
,25.07.1992,18.54,-9999,-9999,-9999,-9999
,26.07.1992,14.77,-9999,-9999,-9999,-9999
,27.07.1992,17.82,-9999,-9999,-9999,-9999
,28.07.1992,30.25,-9999,-9999,-9999,-9999
,29.07.1992,21.3,-9999,-9999,-9999,-9999
,30.07.1992,19,-9999,-9999,-9999,-9999
,31.07.1992,19.96,-9999,-9999,-9999,-9999
,01.08.1992,17.7,-9999,-9999,-9999,-9999
,02.08.1992,22.97,-9999,-9999,-9999,-9999
,03.08.1992,27.61,-9999,-9999,-9999,-9999
,04.08.1992,20.79,-9999,-9999,-9999,-9999
,05.08.1992,27.45,-9999,-9999,-9999,-9999
,06.08.1992,28.07,-9999,-9999,-9999,-9999
,07.08.1992,17.41,-9999,-9999,-9999,-9999
,08.08.1992,25.65,-9999,-9999,-9999,-9999
,09.08.1992,5.15,-9999,-9999,-9999,-9999
,10.08.1992,20.75,-9999,-9999,-9999,-9999
,11.08.1992,12.97,-9999,-9999,-9999,-9999
,12.08.1992,15.02,-9999,-9999,-9999,-9999
,13.08.1992,17.11,-9999,-9999,-9999,-9999
